text,sentiment
"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",neutral
@USAirways not Cancelled Flightling #837 because you don't want to put us in a hotel for night is our guess,negative
@AmericanAir thank you. They are processing my refund.,positive
@USAirways thank you! I will be calling you! #CheapOairChat,positive
@USAirways Dude named Shaquille at the desk in Charlotte was incredibly professional and helpful vs. some crazy angry people tonight,positive
@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?,negative
@united can I get your service desk # at IAD?,neutral
@JetBlue Ricoh Smith at BOS provided oust and service,neutral
@JetBlue Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!,negative
@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.,negative
@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7,neutral
@JetBlue how can your entire system go down? No IT? Really?,negative
@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage,negative
.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines,negative
"@USAirways hi!  Could you protect me on US 445 just in case? Still on ground with no checked luggage, but still a chance I can make original",neutral
@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,neutral
@united can you send me another confirmation email?,neutral
.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,negative
@AmericanAir I need a flight out tonight. Isn't there anything else?,negative
@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears,negative
@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,neutral
@united I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been,negative
@SouthwestAir has the WORST customer service of any airline I've ever flown.,negative
@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.,negative
@SouthwestAir My DM won't go through but it is 261633561838. Please let me know if you need anything else.,neutral
".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?",negative
"@SouthwestAir no you are not, you just care about mighty dollar.",negative
"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",negative
@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,negative
@SouthwestAir bags fly free..just not to where you're going.,negative
@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,positive
@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!,positive
@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there._�Ϋ,positive
@AmericanAir - don't be jealous.  I live in Sydney and my T-shirt and jeans don't suit the office for work. I need suits and a warm jacket.,neutral
@AmericanAir Here you go https://t.co/oM1vIEg74a,neutral
@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,negative
"@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(",negative
@USAirways thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed. Cincy to Miami in 13 hrs! #fast,negative
@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,positive
"@usairways It was 9�, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|",negative
:( RT @JetBlue: Our fleet's on fleek. http://t.co/ncguZDgDaQ,negative
"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",negative
"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",negative
@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,positive
@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,negative
@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.,neutral
"@jetblue when i sign in into TrueBlue, why do I have to do it twice? happens to everyone around me",negative
@united flying lax to Sfo and system won't let me check in. Your site tells me to do it through @AirCanada and they tell me through you.,negative
@AmericanAir _٪� in my hotel now. Thank you!,positive
@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!,negative
@JetBlue I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk,negative
@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,neutral
@united a good start would be  to warm the plane before the departure time so the flight isn't delayed due to frozen water lines.,negative
@AmericanAir I can't get an operator after an hour's worth of calls to Cancelled Flight a delayed flight. Automated system doesn't go beyond message.,negative
@AmericanAir wasn't just a delay. Your counter wouldn't take a valid CAC card as a valid ID which is needed for a TSA precheck on pass,negative
@united for our birthdays my fianc̩ &amp; I want to travel Late Flight April. You're our fave airline but Frontier has this: http://t.co/uayWrr45as :-/,neutral
"@JetBlue thx, social media person!",positive
@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?,negative
@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol _��ω���,neutral
@united is it even legal for you guys to advertise flights that you cant honor??,negative
@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,neutral
"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",negative
@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,neutral
@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay,negative
@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care,negative
@SouthwestAir No thanks. After those 25+ minutes someone did eventually help us and took care of it.,negative
@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,neutral
@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!,positive
"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta",negative
@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys,negative
"@USAirways trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled, can someone assist me?",negative
"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",neutral
"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH",negative
@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn,negative
@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,negative
@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative
@JetBlue yes! Announced we will take off. You're on it! Thank you!,positive
@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.,negative
@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.,neutral
@USAirways us air should be ashamed of this service - on hold for hours? No help from any representative just to reschedule due to weather ?,negative
@JetBlue Can you do me a huge favor?!_٪���_��,neutral
@AmericanAir is your website down? I haven't been able to check in to my flight all morning.,negative
@united uh - I booked it through the UA website. Why the price change?,negative
@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K,negative
@USAirways I have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while Flight Booking Problems. Pls help,negative
"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!",positive
@AmericanAir I did,neutral
@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,negative
@AmericanAir trying to get home is beyond complicated. It's should not be this hard. Students are split up and we will not fly AA ever again,negative
@united Tell me that you're at least going to cover a room and get me out of here.,negative
@SouthwestAir So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.,neutral
@JetBlue Ok. Thanks for your help.,positive
@united can you get me to okc from Sacramento today. Dfw is now closed,neutral
"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",negative
@SouthwestAir Thanks.,positive
@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,negative
@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous,negative
@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?,negative
@JetBlue @ProfessorpaUL15 Always happy to help!,positive
"@united Thanks so much , my passport was recovered",positive
@SouthwestAir- I called @united and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it? #getmorehands,negative
"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",negative
@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,negative
"@AmericanAir I have an issue that requires a bit more than a tweet to explain, do y�۪all have an email?",neutral
"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",neutral
@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.,negative
@SouthwestAir Why can't I find a cheap flight from DC to St Louis? The prices went up like crazy for April weekends!,negative
@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.,negative
@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,positive
"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",positive
@SouthwestAir I'll have to drop by next time I visit!,positive
@AmericanAir can't get thru to anyone on phone,negative
@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!,positive
@USAirways Thank you!,positive
"@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston",negative
"@JetBlue I want to add, my flight to Mexico was on Air Canada. Same exact situation, but with none of the problems I've had with Jet Blue.",negative
@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,negative
@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy,neutral
@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?,neutral
@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,negative
Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA,positive
@SouthwestAir you know I ��_��you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,negative
@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,negative
@JetBlue tickets were confirmed and sent out. find out today that they Cancelled Flightled our tickets months ago and never sent an email #jetblue,negative
@united they did on a delta flight out of LAX which is why I should be compensated for my rental car there.,negative
"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",negative
@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,negative
@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,neutral
@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing,negative
@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow,neutral
"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed",negative
"���@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL�۝

C'mon fam_��__��_ just. No. Ok?",neutral
@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.,positive
@united I have never been mislead by a company as many times as I have this week by United Airlines!,negative
"@USAirways my friends are stuck at KPHL and not getting any help from anyone, can you guys contact them please?",negative
@AmericanAir Am I upgraded on my next flight?,neutral
@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?,negative
@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,positive
@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,positive
"@SouthwestAir Been on hold over 90 minutes. You can fly, but not answer the phone?",negative
@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.,negative
@united the new seats on the Canadaair regional jets just plain suck.,negative
@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.,negative
@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL,positive
@VirginAmerica you suck!,negative
@united might possibly have the worst service on the planet.,negative
"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable",negative
@USAirways is the worst airline I�۪ve ever flown on. You guys have treated me like garbage today.,negative
@JetBlue how do we watch the oscars though right now?! No abc on flight :( #missingtheoscars,negative
@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!,positive
"���@AmericanAir: @Dumas2TTG Good morning, Tamara. We'll try to get you comfortably on a flight as soon as we can.�۝#NoXTraLegRoom #NoCoatCloset",negative
"@JetBlue sadly, no! I have the app, but it also is experiencing difficulties. The flight information boards are keeping me updated.",negative
@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,positive
@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx,neutral
.@united I took a screenshot and emailed it to myself. Let's DM and figure this out.,neutral
@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo,negative
@AmericanAir and btwn gate a8 &amp; a15 I lost a diamond earring #dayjustgotWORSE! Pls have maintenance look for it!! http://t.co/UieSR3GHHO,neutral
@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,neutral
@SouthwestAir trying to get anyone on phone. Flt Cancelled Flighted. Please get me to Denver.,negative
"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English).",negative
@AmericanAir when should i expect a response from customer relations,negative
@JetBlue okay thank you! I'll check with them again!,positive
@USAirways @MrRenevendez I've been trying to contact them for 24 hours already! Yesterday I waited 7 hours today 5+! http://t.co/gn30p75KqB,negative
"@USAirways Awesome USAir, TYSVM &lt;3",positive
@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.,negative
@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous,negative
@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!,negative
@JetBlue Pooling and gifting are completely different.  I shouldn't have to be charged $375 to send points.  Its disgusting.,negative
@USAirways why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?,negative
@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired,negative
@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...,negative
@SouthwestAir has the absolute worst customer service when trying to reach them by phone.,negative
@united can you not see the thread?,negative
"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",negative
@AmericanAir is there any way you could put me up in a hotel for the night?? If not I'm having to sleep at the airport again tonight.,negative
@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,negative
"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles",negative
@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!,positive
@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?,negative
@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,positive
@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad,neutral
"@USAirways I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",neutral
@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.,negative
"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?",negative
@AmericanAir do you guys have wifi on international flights?,neutral
@USAirways @OBJ_3 even airlines are scheming to get a follow from OBJ LMAOOO _���_���_���_���,neutral
"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",negative
"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!",negative
@AmericanAir at some point u need to tell passengers what is going on. At Jfk waiting to get on flight it is a mess.,negative
@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,neutral
@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel,negative
@AmericanAir @robinreda that can be a stop over before Paris. You are an embarrassment,negative
���@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT�۝ why.,neutral
"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",negative
@JetBlue are you my friend?!,neutral
@AmericanAir thanks so much!,positive
@JetBlue I just submitted feedback for you @gripeo. Not a good way 2 handle baggage or customers: http://t.co/F6COpX1Fvj,negative
@SouthwestAir thanks for losing my luggage,negative
"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",positive
@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?,negative
"@JetBlue If it was simply a minor mechanical, why would they say that?",negative
@United Airlines Is Changing Its MileagePlus Program: Winners And Losers http://t.co/F1yvAiO9ul http://t.co/vGlx6Ykwqg,neutral
@USAirways can I bring a copy or photo of my baby's birth certificate for the flight? I feel uncomfortable traveling with the real thing.,neutral
@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,negative
@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,negative
@united DM the conf # to you - did you receive it?,neutral
"@united thank you! Good service, safe flight... 1/2 way home!",positive
.@USAirways You'll be receiving a long &amp; detailed complaint letter soon. Long story short: never flying USAir again.,negative
"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS",neutral
"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight.""",negative
@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,neutral
@SouthwestAir you guys need better communication to your customers. This is rude and unprofessional.,negative
@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,negative
@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,neutral
@AmericanAir your 1800 kept hanging up on me and made me miss a second flight,negative
@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,negative
@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin,negative
@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,negative
@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,negative
@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????,negative
@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!,positive
@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?,negative
@AmericanAir I even went to ticket counter and got no help,negative
"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?",negative
@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?,negative
@united nope all set. Thx for checking.,positive
@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,neutral
"@USAirways I asked if that was SOP, and they said ���It is now.�۝ But yet the other 11 flights, nothing. Is this a policy or not?",negative
@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting,negative
@SouthwestAir i hope i can take my selfie stick on the plane today! #goingtovegas,neutral
"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",neutral
@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,negative
"@SouthwestAir @BrittanyOBX11, keeping families apart w/ your quirky, archaic policies. Any other airline accommodates in this situation.",negative
"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",positive
@USAirways @AmericanAir are u paying incedentals? #noworstairline,neutral
"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight _���",negative
@united what time should I arrive at the airport for my 6:15 am domestic flight out of San Diego?,neutral
@JetBlue I don't want JetBlue +TV. I want JetBlue +WIFI :(((,negative
@USAirways How does flight 680 look? I'm hearing about Cancelled Flightled departures from @Reagan_Airport and I'm about to head into it,neutral
@united received my bag. I appreciate taking care of the matter and following up!,positive
@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend,negative
@USAirways Exicted to be flying with y'all soon !!,positive
@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!,negative
@USAirways standing in line with 100 people all looking to do the same,negative
"@AmericanAir is the new @SpiritAirlines, and both are worse than taking the @GreyhoundBus #americanairlines #nocustomerservice #fail",negative
@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,positive
@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...,negative
@AmericanAir thinks it's a good cs to get everyone through the gate for flight 4275 then we wait bc plane not ready http://t.co/rxmjWoo7Qi,negative
@JetBlue they were amazing and thank you!,positive
@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,positive
@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,negative
"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",negative
@JetBlue thanks JB!! This is why I _�ժ you!,positive
"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",negative
@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,negative
@united you guys are awesome! Thanks!,positive
@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!,positive
@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,negative
@JetBlue we made it safe and sound. Thank you for the safe travels.,positive
@SouthwestAir Where should I fly by May 3rd? Plz advise.,neutral
"@JetBlue Very disappointed with the lack of compassion from your baggage services dept. I nearly had to beg get just for a ""courtesy report""",negative
@USAirways is the worst airline to ever travel with.,negative
@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,negative
@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,negative
@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?,neutral
@JetBlue ruining vacations left and right. Who would have thought an airline can Cancelled Flight tickets without telling the buyer,negative
@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,negative
@AmericanAir any idea what's up with flight AA3181?,negative
.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,negative
"@USAirways Literally all that says is ""Case open""  What good is that to me?",negative
@united The link in the message I was replying to. #3thparty #ITproblems,neutral
@USAirways No US Air ppl anywhere in PHL directed stranded pax. Kudos to the PHL employees getting off work at midnight. Only help we got.,negative
@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta,negative
@AmericanAir stuck in airplane both on way out of PHL and again in Houston. All passengers frustrated. Makes me want to avoid airline,negative
@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending,negative
@united 4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks,negative
I left my dildo on the plane is there any way for me to get it back? @united,neutral
@united why the hell do my miles expire? Was really looking forward to accruing enough for a free flight in 10 years.,negative
@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes,negative
@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,negative
@JetBlue what's a good address to send feedback over email?,neutral
@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,positive
@SouthwestAir flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,negative
Please explain ��_��_.. ���@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl�۝,neutral
@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail,negative
@united sure but the plane is an hour Late Flight! Your ontime departure ship sailed away a long time back!,negative
@USAirways I made it! Thanks for the help!,positive
"@united, you just caused a riot on the airplane. Never seen anything like this",negative
"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",positive
@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday,positive
@USAirways #Wronganswer. Talk is cheap. Customer service is the action of making things right for the customer. #fail again.,negative
���@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS�۝ YASSS JetBlue ! Tell them !,positive
"@USAirways first flight Cancelled Flightled, connecting flight delayed so will completely miss next connection no response on hold 2 hrs HELP me",negative
"@AmericanAir why do you continually play the ""according to federal regulations"" every 58 seconds. I could see if you had quicker service...",negative
@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload,negative
@SouthwestAir can @Sagerooski &amp; I use your luggage scale to measure our weight loss? One scale for each foot @ home is not accurate anymore.,negative
@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong,negative
@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.,negative
@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,negative
@SouthwestAir following. Thank you.,positive
@JetBlue thanks for bringing my son home to me.,positive
@united my golf bag didn't have a top cover + staffers said they couldn't check without a type of cover or wrap. Forced to leave the bag...,negative
@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.,negative
"@USAirways res went under her maiden name...married 50...no docs with maiden name.  Hence, problem.",neutral
@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' _���,neutral
@JetBlue being told by this guy that he will not help us sit next to our 5 and 8 year old on the flight. #jetblue http://t.co/49FLbgzZkd,negative
@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!,positive
@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,negative
@USAirways will shall see in the next couple of minutes.,neutral
@USAirways should give me free baggage for this mess,negative
@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,negative
